Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,PER,TS%,WS,WS/48,BPM,VORP,Player,Player-additional,Pos,PIS
27.0,41.0,15.1,2.7,5.6,0.487,0.7,1.7,0.4,2.0,3.9,0.525,0.8,1.1,0.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7.0,2025.0,16.1,0.57,1.3,0.103,0.2,0.3,Jeff Dowtin Jr,dowtije01,Meneur,0.22
36.0,56.0,19.5,2.9,5.9,0.488,0.5,1.9,0.288,2.3,4.0,0.58,1.6,2.1,0.744,0.7,1.9,2.6,1.2,0.3,0.3,0.8,1.8,7.8,2023.0,11.0,0.576,1.7,0.074,-3.4,-0.4,Jeff Green,greenje02,Ailier fort,-0.46
37.0,78.0,16.8,2.1,4.7,0.456,0.7,2.1,0.331,1.5,2.6,0.553,1.6,1.9,0.819,0.6,1.7,2.3,0.9,0.2,0.4,0.6,1.3,6.5,2024.0,11.3,0.59,2.6,0.095,-2.1,0.0,Jeff Green,greenje02,Ailier fort,-0.19
38.0,32.0,12.4,1.9,3.8,0.504,0.9,2.5,0.367,1.0,1.3,0.762,0.7,0.8,0.808,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1.0,5.4,2025.0,13.6,0.649,1.3,0.159,0.4,0.2,Jeff Green,greenje02,Ailier fort,0.15
28.0,63.0,35.7,6.9,14.5,0.475,2.3,5.7,0.401,4.6,8.8,0.523,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,2023.0,16.0,0.606,4.1,0.087,-0.2,1.0,Jerami Grant,grantje01,Ailier fort,0.35
29.0,54.0,33.9,7.1,15.7,0.451,2.1,5.1,0.402,5.0,10.6,0.474,4.7,5.8,0.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0,2024.0,15.4,0.573,2.7,0.071,-0.1,0.9,Jerami Grant,grantje01,Ailier fort,0.29
30.0,47.0,32.4,4.6,12.2,0.373,2.3,6.3,0.365,2.3,5.9,0.381,3.0,3.5,0.849,0.6,2.9,3.5,2.1,0.9,1.0,1.4,2.3,14.4,2025.0,10.9,0.523,1.8,0.057,-1.6,0.1,Jerami Grant,grantje01,Ailier fort,-0.36
22.0,43.0,18.9,2.6,5.8,0.444,0.9,2.6,0.333,1.7,3.2,0.533,0.8,1.0,0.833,1.7,2.5,4.2,1.0,0.6,0.3,0.4,1.7,6.8,2023.0,13.0,0.548,1.9,0.111,-1.5,0.1,Jeremiah Robinson Earl,robinje02,Ailier fort,-0.06
23.0,39.0,8.6,1.2,2.4,0.474,0.3,1.0,0.333,0.8,1.4,0.571,0.3,0.4,0.75,0.6,1.4,1.9,0.5,0.3,0.1,0.4,0.6,2.9,2024.0,11.8,0.564,0.6,0.086,-2.2,0.0,Jeremiah Robinson Earl,robinje02,Ailier fort,-0.17
24.0,66.0,18.8,2.4,5.3,0.455,0.8,2.5,0.341,1.5,2.8,0.557,0.7,0.8,0.836,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3,2025.0,12.9,0.563,1.7,0.067,-2.5,-0.2,Jeremiah Robinson Earl,robinje02,Ailier fort,-0.27
19.0,56.0,26.0,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0,2023.0,11.4,0.509,0.2,0.005,-4.0,-0.7,Jeremy Sochan,sochaje01,Ailier fort,-0.72
20.0,74.0,29.6,4.6,10.5,0.438,0.9,3.1,0.308,3.6,7.4,0.492,1.5,1.9,0.771,1.9,4.6,6.4,3.4,0.8,0.5,1.9,2.3,11.6,2024.0,11.4,0.513,1.4,0.03,-3.4,-0.8,Jeremy Sochan,sochaje01,Ailier fort,-0.56
21.0,54.0,25.3,4.6,8.7,0.535,0.5,1.7,0.308,4.1,7.0,0.59,1.6,2.3,0.696,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,11.4,2025.0,15.9,0.589,2.7,0.096,-1.2,0.3,Jeremy Sochan,sochaje01,Ailier fort,0.19
24.0,52.0,15.6,1.6,2.1,0.776,0.0,0.0,0.0,1.6,2.0,0.783,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,2023.0,13.8,0.78,2.6,0.153,-0.5,0.3,Jericho Sims,simsje01,Pivot,0.18
25.0,45.0,13.0,0.8,1.2,0.691,0.0,0.0,,0.8,1.2,0.691,0.4,0.5,0.667,1.2,2.0,3.3,0.6,0.2,0.4,0.4,1.0,2.0,2024.0,10.9,0.702,1.5,0.127,-1.8,0.0,Jericho Sims,simsje01,Pivot,-0.13
26.0,26.5,12.9,0.95,1.5,0.6445000000000001,0.0,0.0,,0.95,1.5,0.6445000000000001,0.1,0.15,0.615,1.35,2.7,4.1,0.7,0.15000000000000002,0.44999999999999996,0.7,1.2999999999999998,2.0,2025.0,10.05,0.6495,0.6000000000000001,0.0965,-2.7,-0.1,Jericho Sims,simsje01,Pivot,-0.38
25.0,14.0,4.3,0.6,1.0,0.643,0.0,0.1,0.0,0.6,0.9,0.75,0.1,0.1,1.0,0.2,0.7,0.9,0.2,0.1,0.1,0.0,0.4,1.4,2024.0,15.1,0.672,0.2,0.178,0.8,0.0,Jermaine Samuels,samueje01,Ailier,0.28
26.0,22.0,3.7,0.5,1.5,0.333,0.1,0.8,0.118,0.4,0.7,0.563,0.3,0.5,0.636,0.0,0.2,0.3,0.2,0.0,0.1,0.1,0.2,1.4,2024.0,5.7,0.41,-0.1,-0.04,-8.3,-0.1,Jerome Robinson,robinje01,Arrière,-0.93
24.0,2.0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,2025.0,-0.1,,0.0,0.111,-4.0,0.0,Jesse Edwards,edwarje01,Pivot,-1.09
20.0,18.0,3.7,0.6,1.7,0.333,0.4,1.4,0.28,0.2,0.3,0.6,0.1,0.2,0.5,0.1,0.3,0.4,0.3,0.1,0.1,0.2,0.2,1.6,2024.0,8.6,0.457,0.0,0.005,-1.8,0.0,Jett Howard,howarje01,Ailier,-0.59
21.0,60.0,11.7,1.6,4.4,0.374,0.9,3.1,0.296,0.7,1.3,0.566,0.3,0.4,0.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,2025.0,7.1,0.491,0.1,0.01,-5.3,-0.6,Jett Howard,howarje01,Ailier,-1.0
27.0,81.0,22.3,3.0,7.0,0.423,1.8,4.2,0.421,1.2,2.8,0.425,0.4,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1.0,2.0,8.0,2023.0,10.9,0.56,3.5,0.092,-0.6,0.6,Jevon Carter,carteje01,Meneur,-0.12
28.0,72.0,13.9,1.9,5.1,0.378,1.1,3.3,0.329,0.8,1.8,0.466,0.1,0.1,0.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1.0,5.0,2024.0,8.5,0.485,0.2,0.009,-4.0,-0.5,Jevon Carter,carteje01,Meneur,-0.73
29.0,36.0,8.9,1.5,4.1,0.377,1.0,2.9,0.333,0.6,1.1,0.488,0.2,0.3,0.8,0.1,1.0,1.1,1.1,0.4,0.1,0.3,0.4,4.3,2025.0,12.2,0.509,0.3,0.046,-2.1,0.0,Jevon Carter,carteje01,Meneur,-0.33
33.0,64.0,33.4,7.5,13.9,0.539,0.6,1.6,0.35,6.9,12.3,0.564,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,2023.0,27.6,0.647,12.3,0.277,8.7,5.8,Jimmy Butler,butleji01,Ailier fort,3.16
34.0,60.0,34.0,6.6,13.2,0.499,1.0,2.4,0.414,5.6,10.8,0.519,6.6,7.7,0.858,1.8,3.6,5.3,5.0,1.3,0.3,1.7,1.1,20.8,2024.0,22.0,0.626,9.1,0.214,4.6,3.4,Jimmy Butler,butleji01,Ailier fort,1.79
35.0,27.5,31.650000000000002,5.5,10.8,0.508,0.55,1.8499999999999999,0.32,4.95,9.0,0.5469999999999999,5.95,7.050000000000001,0.8355,2.25,3.1,5.35,5.35,1.4,0.35,1.35,0.95,17.45,2025.0,22.5,0.6275,4.300000000000001,0.2375,4.9,1.5,Jimmy Butler,butleji01,Ailier fort,1.44
27.0,69.0,14.2,2.6,4.9,0.528,0.3,1.2,0.25,2.3,3.7,0.621,1.1,1.5,0.752,1.7,2.3,4.1,1.0,0.2,0.4,0.9,1.8,6.6,2023.0,16.4,0.595,2.7,0.132,-1.1,0.2,Jock Landale,landajo01,Pivot,0.28
28.0,56.0,13.6,1.9,3.7,0.515,0.2,0.7,0.25,1.7,3.0,0.578,0.9,1.2,0.8,1.6,1.5,3.1,1.2,0.4,0.6,0.6,1.3,4.9,2024.0,15.6,0.584,2.3,0.146,-0.1,0.4,Jock Landale,landajo01,Pivot,0.35
29.0,42.0,11.9,1.9,3.6,0.533,0.3,0.6,0.423,1.7,3.0,0.556,0.6,1.0,0.675,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,2025.0,16.0,0.59,1.7,0.159,0.4,0.3,Jock Landale,landajo01,Pivot,0.37
31.0,74.0,20.6,2.7,5.9,0.457,1.9,4.5,0.426,0.8,1.4,0.551,0.2,0.4,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,1.9,7.6,2023.0,10.6,0.621,2.6,0.083,-1.1,0.3,Joe Harris,harrijo01,Ailier,-0.26
32.0,16.0,10.6,0.9,2.4,0.359,0.6,1.9,0.333,0.3,0.6,0.444,0.1,0.1,0.5,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4,2024.0,4.6,0.489,0.0,0.001,-5.9,-0.2,Joe Harris,harrijo01,Arrière,-0.93
35.0,46.0,22.7,2.3,5.4,0.435,1.8,4.4,0.409,0.5,1.0,0.556,0.4,0.5,0.857,0.3,2.5,2.8,3.3,0.7,0.1,1.2,1.6,6.9,2023.0,10.7,0.616,2.3,0.107,-0.7,0.3,Joe Ingles,inglejo01,Ailier,-0.18
36.0,68.0,17.2,1.5,3.3,0.436,1.0,2.4,0.435,0.4,1.0,0.439,0.4,0.5,0.824,0.3,1.8,2.1,3.0,0.6,0.1,1.0,1.3,4.4,2024.0,10.6,0.612,2.6,0.108,-0.5,0.5,Joe Ingles,inglejo01,Ailier,-0.06
37.0,19.0,6.0,0.3,1.2,0.261,0.2,0.8,0.2,0.2,0.4,0.375,0.0,0.0,,0.1,0.5,0.6,1.2,0.1,0.0,0.5,0.6,0.8,2025.0,2.4,0.326,-0.1,-0.035,-7.0,-0.1,Joe Ingles,inglejo01,Ailier,-1.33
23.0,9.0,5.6,0.3,1.6,0.214,0.3,1.3,0.25,0.0,0.2,0.0,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.3,1.0,2023.0,-0.4,0.321,-0.1,-0.076,-10.6,-0.1,Joe Wieskamp,wieskjo01,Ailier,-1.65
28.0,66.0,34.6,11.0,20.1,0.548,1.0,3.0,0.33,10.0,17.1,0.587,10.0,11.7,0.857,1.7,8.4,10.2,4.2,1.0,1.7,3.4,3.1,33.1,2023.0,31.4,0.655,12.3,0.259,9.2,6.4,Joel Embiid,embiijo01,Pivot,3.57
29.0,39.0,33.6,11.5,21.8,0.529,1.4,3.6,0.388,10.2,18.3,0.556,10.2,11.6,0.883,2.4,8.6,11.0,5.6,1.2,1.7,3.8,2.9,34.7,2024.0,34.1,0.644,7.5,0.275,11.6,4.5,Joel Embiid,embiijo01,Pivot,3.08
30.0,19.0,30.2,7.4,16.6,0.444,1.2,4.1,0.299,6.2,12.5,0.492,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,2025.0,23.4,0.58,1.4,0.118,3.5,0.8,Joel Embiid,embiijo01,Pivot,0.97
20.0,19.0,11.6,0.9,2.8,0.321,0.4,1.8,0.229,0.5,0.9,0.5,0.2,0.2,0.75,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.2,2.4,2023.0,5.7,0.411,0.0,0.001,-6.2,-0.2,John Butler,butlejo01,Pivot,-1.0
25.0,71.0,30.0,5.1,10.0,0.508,1.0,3.4,0.292,4.1,6.6,0.619,2.0,2.5,0.803,1.1,5.4,6.5,1.2,0.6,1.0,1.1,3.1,13.1,2023.0,13.6,0.593,4.2,0.095,-1.3,0.4,John Collins,collijo01,Ailier fort,0.02
26.0,68.0,28.0,5.8,11.0,0.532,1.3,3.4,0.371,4.6,7.6,0.605,2.2,2.7,0.795,2.3,6.1,8.5,1.1,0.6,0.9,1.4,2.8,15.1,2024.0,17.5,0.621,4.4,0.11,-0.9,0.5,John Collins,collijo01,Ailier fort,0.42
27.0,40.0,30.5,7.0,13.3,0.527,1.5,3.7,0.399,5.5,9.6,0.577,3.5,4.1,0.848,2.2,6.0,8.2,2.0,1.0,1.0,2.6,2.9,19.0,2025.0,19.0,0.628,2.5,0.098,1.0,0.9,John Collins,collijo01,Ailier fort,0.61
26.0,72.0,20.8,1.9,4.4,0.431,0.8,2.5,0.339,1.1,2.0,0.545,0.4,0.5,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,1.6,5.1,2023.0,10.8,0.542,3.5,0.111,0.5,0.9,John Konchar,konchjo01,Ailier,0.01
27.0,55.0,21.3,1.6,3.8,0.423,0.7,2.2,0.317,0.9,1.6,0.568,0.4,0.5,0.84,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,4.3,2024.0,11.4,0.537,2.2,0.091,-0.4,0.5,John Konchar,konchjo01,Ailier,-0.05
28.0,46.0,12.1,0.9,2.0,0.451,0.5,1.3,0.371,0.4,0.6,0.621,0.2,0.2,0.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.4,2025.0,12.1,0.592,1.5,0.131,1.7,0.5,John Konchar,konchjo01,Arrière,0.05
32.0,34.0,22.2,4.1,9.9,0.408,1.0,3.2,0.303,3.1,6.7,0.459,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,2023.0,13.6,0.498,0.3,0.02,-1.2,0.1,John Wall,walljo01,Meneur,-0.28
20.0,28.0,15.1,2.4,6.1,0.386,0.6,2.5,0.243,1.8,3.6,0.485,0.5,1.0,0.519,0.4,2.0,2.3,1.0,0.4,0.3,0.6,1.7,5.8,2023.0,7.2,0.446,-0.3,-0.033,-7.4,-0.6,Johnny Davis,davisjo06,Arrière,-1.11
21.0,50.0,12.3,1.2,3.1,0.403,0.3,0.8,0.35,1.0,2.3,0.421,0.3,0.5,0.583,0.4,1.1,1.4,0.6,0.4,0.2,0.3,1.1,3.0,2024.0,6.2,0.462,-0.1,-0.009,-6.6,-0.7,Johnny Davis,davisjo06,Arrière,-0.99
22.0,34.0,7.1,0.9,2.3,0.41,0.2,0.9,0.241,0.7,1.4,0.51,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,2025.0,10.2,0.473,0.1,0.01,-2.8,0.0,Johnny Davis,davisjo06,Arrière,-0.58
20.0,50.0,7.6,0.7,1.8,0.38,0.3,1.0,0.3,0.4,0.8,0.476,0.4,0.4,0.818,0.5,1.0,1.4,0.4,0.4,0.2,0.2,0.8,2.1,2025.0,9.8,0.506,0.5,0.07,-2.5,0.0,Johnny Furphy,furphjo01,Arrière,-0.44
21.0,18.0,12.9,1.9,5.8,0.337,0.8,3.5,0.238,1.1,2.3,0.488,0.1,0.2,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,0.7,4.8,2023.0,6.5,0.411,-0.2,-0.032,-6.5,-0.3,Johnny Juzang,juzanjo01,Arrière,-1.07
22.0,20.0,18.6,2.6,5.5,0.464,1.6,3.9,0.416,1.0,1.7,0.576,0.5,0.7,0.714,0.4,1.5,1.8,1.2,0.2,0.1,0.7,1.5,7.2,2024.0,9.6,0.62,0.4,0.047,-3.7,-0.2,Johnny Juzang,juzanjo01,Arrière,-0.48
23.0,64.0,19.8,3.2,7.4,0.429,1.8,4.9,0.376,1.3,2.5,0.534,0.7,0.8,0.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2.0,8.9,2025.0,11.8,0.573,1.6,0.06,-2.3,-0.1,Johnny Juzang,juzanjo01,Arrière,-0.35
30.0,79.0,24.9,5.6,10.3,0.547,0.5,1.4,0.349,5.2,8.9,0.577,2.3,2.8,0.826,2.8,7.3,10.2,1.8,0.3,0.7,2.0,3.1,14.1,2023.0,19.3,0.61,5.8,0.142,-0.4,0.8,Jonas Valanciunas,valanjo01,Pivot,0.69
31.0,82.0,23.5,4.9,8.8,0.559,0.5,1.5,0.308,4.5,7.3,0.609,2.0,2.5,0.785,2.3,6.5,8.8,2.1,0.4,0.8,1.4,2.7,12.2,2024.0,19.8,0.619,7.1,0.177,1.2,1.6,Jonas Valanciunas,valanjo01,Pivot,1.05
32.0,40.5,18.5,4.15,7.5,0.5515000000000001,0.05,0.44999999999999996,0.1795,4.05,7.1,0.573,1.75,2.0,0.8714999999999999,2.3,5.3,7.6,2.0,0.45,0.6,1.4,2.3,10.1,2025.0,20.85,0.603,2.2,0.1475,0.75,0.5,Jonas Valanciunas,valanjo01,Pivot,0.77
25.0,11.0,11.3,2.0,4.8,0.415,0.5,1.4,0.4,1.5,3.5,0.421,0.5,0.8,0.556,1.4,2.6,4.0,0.5,1.3,0.4,0.4,0.5,5.0,2023.0,20.3,0.483,0.3,0.13,4.0,0.2,Jonathan Isaac,isaacjo01,Ailier fort,0.56
26.0,58.0,15.8,2.5,4.9,0.51,0.7,1.9,0.375,1.8,3.0,0.598,1.0,1.4,0.72,1.3,3.2,4.5,0.5,0.7,1.2,0.5,1.1,6.8,2024.0,19.2,0.61,3.6,0.188,3.8,1.4,Jonathan Isaac,isaacjo01,Ailier fort,0.98
27.0,71.0,15.4,1.9,4.6,0.414,0.5,2.1,0.258,1.3,2.4,0.549,1.0,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,2025.0,16.6,0.512,3.4,0.148,0.7,0.7,Jonathan Isaac,isaacjo01,Ailier fort,0.5
20.0,67.0,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,2023.0,13.3,0.597,2.4,0.084,-1.7,0.1,Jonathan Kuminga,kuminjo01,Ailier fort,-0.12
21.0,74.0,26.3,6.2,11.6,0.529,0.7,2.2,0.321,5.4,9.4,0.578,3.0,4.0,0.746,1.2,3.6,4.8,2.2,0.7,0.5,1.6,2.3,16.1,2024.0,17.0,0.598,4.6,0.113,-0.4,0.8,Jonathan Kuminga,kuminjo01,Ailier fort,0.47
22.0,47.0,24.3,5.5,12.1,0.454,1.0,3.2,0.305,4.5,8.9,0.508,3.3,5.0,0.668,1.2,3.4,4.6,2.2,0.8,0.4,1.5,1.9,15.3,2025.0,15.7,0.535,1.9,0.08,-0.6,0.4,Jonathan Kuminga,kuminjo01,Ailier fort,0.16
23.0,63.0,20.4,2.5,5.7,0.438,0.3,1.1,0.243,2.2,4.5,0.486,1.0,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,2025.0,11.9,0.496,1.9,0.071,-1.9,0.0,Jonathan Mogbo,mogbojo01,Ailier fort,-0.28
24.0,26.0,13.8,1.5,4.0,0.385,0.8,2.3,0.333,0.8,1.7,0.455,0.6,0.7,0.833,1.0,2.2,3.2,2.3,0.8,0.8,0.8,1.3,4.4,2024.0,14.9,0.514,0.7,0.089,1.7,0.3,Jontay Porter,portejo01,Ailier fort,0.13
30.0,61.0,32.6,7.5,16.9,0.444,2.5,7.5,0.338,5.0,9.4,0.53,3.3,4.0,0.816,1.2,2.9,4.0,4.4,0.5,0.2,3.0,2.0,20.8,2023.0,14.7,0.558,1.7,0.042,-1.4,0.3,Jordan Clarkson,clarkjo01,Arrière,-0.08
31.0,55.0,30.6,6.1,14.8,0.413,1.7,5.6,0.294,4.5,9.2,0.485,3.2,3.7,0.881,0.9,2.5,3.4,5.0,0.6,0.1,2.7,1.5,17.1,2024.0,12.7,0.521,0.2,0.006,-4.5,-1.1,Jordan Clarkson,clarkjo01,Arrière,-0.61
32.0,37.0,26.0,5.4,13.3,0.408,2.3,6.3,0.362,3.2,7.1,0.448,3.1,3.9,0.797,0.7,2.5,3.2,3.7,0.8,0.2,2.3,1.4,16.2,2025.0,14.5,0.54,0.4,0.021,-1.5,0.1,Jordan Clarkson,clarkjo01,Arrière,-0.19
25.0,6.0,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.7,0.5,0.3,0.3,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,2024.0,16.8,0.761,0.1,0.157,2.2,0.0,Jordan Ford,fordjo01,Meneur,0.35
24.0,62.0,17.8,2.5,5.7,0.448,0.6,1.9,0.322,1.9,3.8,0.511,0.9,1.1,0.768,0.9,2.4,3.3,2.7,0.9,0.4,0.9,1.5,6.6,2023.0,14.8,0.531,2.2,0.097,0.7,0.8,Jordan Goodwin,goodwjo01,Meneur,0.23
25.0,28.5,21.6,2.9,7.949999999999999,0.369,0.8500000000000001,2.8,0.2995,2.05,5.15,0.4135,0.8500000000000001,1.25,0.7475,1.9,3.55,5.45,3.25,1.05,0.35,1.15,1.5,7.5,2024.0,12.6,0.4505,0.6000000000000001,0.0535,-1.05,0.15000000000000002,Jordan Goodwin,goodwjo01,Meneur,-0.16
26.0,29.0,18.7,2.2,5.0,0.438,0.9,2.3,0.382,1.3,2.6,0.487,0.3,0.4,0.818,1.3,2.6,3.9,1.4,1.0,0.4,0.9,1.5,5.6,2025.0,12.1,0.541,1.0,0.084,-0.8,0.2,Jordan Goodwin,goodwjo01,Meneur,-0.17
21.0,9.0,9.2,1.0,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.8,1.0,0.778,0.3,1.0,1.3,1.2,0.1,0.0,0.8,0.7,3.1,2023.0,5.5,0.438,-0.1,-0.077,-7.6,-0.1,Jordan Hall,halljo02,Ailier,-1.22
21.0,67.0,17.3,2.6,6.8,0.382,1.6,4.4,0.366,1.0,2.4,0.411,1.0,1.2,0.838,0.4,1.8,2.2,1.0,0.3,0.1,0.6,1.1,7.8,2024.0,10.2,0.533,1.3,0.053,-3.1,-0.3,Jordan Hawkins,hawkijo01,Arrière,-0.45
22.0,56.0,23.6,3.7,9.9,0.372,2.0,5.9,0.331,1.7,4.0,0.433,1.4,1.8,0.816,0.4,2.4,2.8,1.2,0.5,0.4,1.0,0.9,10.8,2025.0,9.6,0.504,-0.5,-0.02,-5.4,-1.2,Jordan Hawkins,hawkijo01,Arrière,-1.07
26.0,43.0,15.8,1.4,3.4,0.421,0.6,1.8,0.308,0.9,1.6,0.552,0.3,0.4,0.833,0.3,1.1,1.4,3.4,0.7,0.1,0.8,0.7,3.7,2023.0,11.8,0.526,1.3,0.094,-0.7,0.2,Jordan Mclaughlin,mclaujo01,Meneur,-0.17
27.0,56.0,11.2,1.3,2.6,0.483,0.8,1.6,0.472,0.5,1.0,0.5,0.2,0.3,0.722,0.3,1.0,1.3,2.0,0.6,0.1,0.3,0.6,3.5,2024.0,15.5,0.638,2.5,0.193,4.2,1.0,Jordan Mclaughlin,mclaujo01,Meneur,0.62
28.0,23.0,6.85,0.7,1.6,0.45,0.45,1.0,0.4175,0.25,0.5,0.5415,0.35,0.44999999999999996,0.844,0.1,0.5,0.65,1.2,0.35,0.05,0.35,0.4,2.2,2025.0,13.149999999999999,0.6265000000000001,0.35,0.11149999999999999,-1.1,0.0,Jordan Mclaughlin,mclaujo01,Meneur,-0.07
24.0,8.0,3.5,0.6,1.1,0.556,0.1,0.3,0.5,0.5,0.9,0.571,0.3,0.3,1.0,0.4,0.3,0.6,0.0,0.0,0.0,0.1,0.3,1.6,2024.0,14.1,0.658,0.1,0.116,-3.8,0.0,Jordan Miller,millejo02,Ailier,0.06
25.0,37.0,11.4,1.6,3.6,0.433,0.2,1.0,0.211,1.4,2.6,0.521,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,2025.0,10.5,0.509,0.4,0.049,-2.8,-0.1,Jordan Miller,millejo02,Ailier,-0.48
24.0,31.0,20.15,3.45,7.75,0.431,1.5,3.6,0.40700000000000003,1.95,4.15,0.4485,1.15,1.4500000000000002,0.7905,0.8500000000000001,3.05,3.9000000000000004,1.55,0.4,0.25,1.1,1.3,9.5,2023.0,12.2,0.558,0.75,0.0605,-2.1,0.0,Jordan Nwora,nworajo01,Ailier,-0.3
25.0,26.0,12.899999999999999,2.55,5.5,0.458,0.8,2.4,0.3265,1.7,3.1,0.5609999999999999,0.75,0.8999999999999999,0.8254999999999999,0.5,2.0999999999999996,2.6,1.15,0.44999999999999996,0.25,0.95,1.0,6.550000000000001,2024.0,13.2,0.5569999999999999,0.25,0.0325,-3.0,-0.05,Jordan Nwora,nworajo01,Ailier,-0.22
23.0,82.0,30.0,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,2023.0,14.6,0.573,3.2,0.063,-1.9,0.1,Jordan Poole,poolejo01,Meneur,-0.08
24.0,78.0,30.1,6.3,15.2,0.413,2.4,7.2,0.326,3.9,8.0,0.492,2.5,2.8,0.877,0.4,2.3,2.7,4.4,1.1,0.3,2.4,3.1,17.4,2024.0,12.1,0.529,-0.6,-0.013,-3.9,-1.2,Jordan Poole,poolejo01,Arrière,-0.73
25.0,68.0,29.4,6.7,15.5,0.432,3.5,9.1,0.378,3.3,6.4,0.51,3.6,4.0,0.883,0.5,2.5,3.0,4.5,1.3,0.4,3.0,3.0,20.5,2025.0,16.6,0.591,2.0,0.047,0.4,1.2,Jordan Poole,poolejo01,Arrière,0.37
24.0,2.0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,2023.0,24.3,0.75,0.0,0.314,17.0,0.0,Jordan Schakel,schakjo01,Ailier,1.32
19.0,9.0,9.2,0.7,1.7,0.4,0.2,1.0,0.222,0.4,0.7,0.667,0.1,0.2,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.2,1.7,2024.0,8.4,0.472,0.2,0.089,-3.8,0.0,Jordan Walsh,walshjo01,Ailier,-0.4
20.0,52.0,7.8,0.6,1.6,0.361,0.3,1.1,0.273,0.3,0.5,0.536,0.1,0.2,0.583,0.4,0.9,1.3,0.4,0.2,0.2,0.3,0.6,1.6,2025.0,6.9,0.464,0.4,0.044,-3.9,-0.2,Jordan Walsh,walshjo01,Ailier fort,-0.8
24.0,61.0,21.5,3.3,8.0,0.411,1.4,4.0,0.336,1.9,4.0,0.488,1.1,1.3,0.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0,2023.0,11.8,0.525,1.8,0.066,-1.2,0.3,Jose Alvarado,alvarjo01,Meneur,-0.22
25.0,56.0,18.4,2.5,6.2,0.412,1.4,3.7,0.377,1.1,2.5,0.464,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1,2024.0,12.5,0.54,2.1,0.097,-0.1,0.5,Jose Alvarado,alvarjo01,Meneur,0.04
